63, 0, 4178.974121, 4155.897461, 4151.794922, 4151.794922, 4154.358887, 4156.410156, 4156.922852, 4158.974121, 4158.461426, 4166.666504, 4163.589844, 4161.538574, 4167.692383, 4172.307617, 0, 2042, 2058, 0, 0, 1569, 433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64, 0, 4175.384277, 4150.769043, 4147.692383, 4153.846191, 4154.358887, 4155.897461, 4157.436035, 4156.410156, 4156.410156, 4168.205078, 4158.974121, 4157.94873, 4167.692383, 4164.615234, 0, 2040, 2057, 0, 0, 1569, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
65, 0, 4167.179199, 4152.820313, 4155.384277, 4149.743652, 4134.871582, 4153.333008, 4162.563965, 4151.794922, 4152.820313, 4160.512695, 4150.769043, 4150.769043, 4155.384277, 4155.897461, 761, 2039, 2057, 0, 0, 1569, 450, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
66, 0, 4163.07666, 4155.897461, 4145.641113, 4141.025391, 4140.512695, 4156.410156, 4164.615234, 4151.281738, 4154.358887, 4160, 4146.666504, 4146.153809, 4155.384277, 4152.307617, 611, 2040, 2056, 0, 0, 1569, 458, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0
67, 0, 4162.563965, 4149.230469, 4145.12793, 4140, 4159.487305, 4160, 4158.974121, 4153.333008, 4156.410156, 4162.05127, 4146.153809, 4146.666504, 4160, 4150.769043, 842, 2039, 2056, 0, 0, 1569, 467, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0
68, 0, 4159.487305, 4143.589844, 4142.563965, 4141.025391, 4155.384277, 4157.94873, 4154.358887, 4150.256348, 4154.358887, 4158.461426, 4147.179199, 4145.12793, 4161.025391, 4151.794922, 858, 2037, 2057, 0, 0, 1569, 475, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0
69, 0, 4160, 4151.281738, 4150.769043, 4141.025391, 4154.358887, 4158.461426, 4155.384277, 4151.794922, 4159.487305, 4163.589844, 4150.769043, 4146.153809, 4163.589844, 4151.794922, 835, 2037, 2056, 0, 0, 1569, 483, 0, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0
70, 0, 4164.102539, 4157.94873, 4147.179199, 4146.153809, 4163.589844, 4163.07666, 4156.922852, 4155.897461, 4168.717773, 4174.871582, 4153.846191, 4149.743652, 4168.205078, 4152.820313, 745, 2039, 2057, 0, 0, 1569, 492, 0, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0
71, 0, 4162.05127, 4153.333008, 4149.230469, 4154.871582, 4156.922852, 4156.410156, 4150.769043, 4155.384277, 4165.641113, 4169.230469, 4149.230469, 4148.717773, 4161.538574, 4152.820313, 108, 2039, 2057, 0, 0, 1569, 500, 0, 4, 4, 4, 4, 4, 4, 1, 0, 0, 0, 0, 0, 0, 4, 4, 0
72, 0, 4155.897461, 4150.769043, 4153.333008, 4155.384277, 4147.179199, 4147.179199, 4141.025391, 4153.333008, 4153.846191, 4155.384277, 4145.12793, 4141.025391, 4152.307617, 4147.692383, 249, 2040, 2057, 0, 0, 1569, 508, 0, 4, 4, 4, 4, 4, 4, 1, 3, 0, 0, 0, 0, 0, 4, 4, 0
73, 0, 4155.384277, 4158.974121, 4149.743652, 4145.12793, 4148.205078, 4148.717773, 4138.974121, 4153.333008, 4150.256348, 4154.358887, 4146.666504, 4137.436035, 4160, 4144.102539, 836, 2038, 2057, 0, 0, 1569, 517, 0, 4, 4, 4, 4, 4, 4, 1, 3, 4, 0, 0, 0, 0, 4, 4, 0
74, 0, 4159.487305, 4161.025391, 4149.743652, 4138.974121, 4143.589844, 4148.717773, 4140, 4150.769043, 4152.307617, 4151.281738, 4144.615234, 4140, 4163.589844, 4144.615234, 698, 2039, 2057, 0, 0, 1569, 525, 0, 4, 4, 4, 4, 4, 4, 1, 3, 4, 4, 0, 0, 0, 4, 4, 0
75, 0, 4161.538574, 4155.384277, 4145.641113, 4150.256348, 4142.563965, 4144.615234, 4144.102539, 4146.666504, 4150.769043, 4143.07666, 4141.025391, 4140.512695, 4154.871582, 4146.666504, 779, 2041, 2057, 0, 0, 1569, 533, 0, 4, 4, 4, 4, 4, 4, 1, 3, 4, 4, 4, 0, 0, 4, 4, 0
76, 0, 4164.102539, 4157.436035, 4150.769043, 4158.461426, 4152.820313, 4146.666504, 4153.333008, 4146.666504, 4150.256348, 4138.461426, 4138.974121, 4140, 4152.307617, 4149.230469, 819, 2042, 2057, 0, 0, 1569, 542, 0, 4, 4, 4, 4, 4, 4, 1, 3, 4, 4, 4, 4, 0, 4, 4, 0
77, 0, 4158.974121, 4154.871582, 4146.666504, 4147.692383, 4139.487305, 4147.179199, 4153.333008, 4146.153809, 4150.769043, 4137.436035, 4135.384277, 4135.897461, 4153.846191, 4144.102539, 696, 2043, 2058, 0, 0, 1569, 550, 0, 4, 4, 4, 4, 4, 4, 1, 3, 4, 4, 4, 4, 4, 4, 4, 0
