1, 1464056004.7731388, 0.0004999637603759766, 3754, 918, -1.9552083333333334, -0.85
2, 1464056004.7811468, 0.008008003234863281, 3778, 916, -0.0125, 0.001851851851851852
3, 1464056004.7891507, 0.008003950119018555, 3778, 916, 0.0, 0.0
4, 1464056004.797156, 0.008005380630493164, 3813, 912, -0.018229166666666668, 0.003703703703703704
5, 1464056004.805166, 0.008009910583496094, 3813, 912, 0.0, 0.0
6, 1464056004.8131752, 0.008009195327758789, 3828, 911, -0.0078125, 0.000925925925925926
7, 1464056004.821185, 0.008009910583496094, 3828, 911, 0.0, 0.0
8, 1464056004.82919, 0.008004903793334961, 3833, 910, -0.0026041666666666665, 0.000925925925925926
9, 1464056004.837577, 0.008387088775634766, 3838, 909, -0.0026041666666666665, 0.000925925925925926
10, 1464056004.845587, 0.008009910583496094, 3839, 908, -0.0005208333333333333, 0.000925925925925926
11, 1464056004.853597, 0.008009910583496094, 3839, 906, 0.0, 0.001851851851851852
12, 1464056004.8616014, 0.008004426956176758, 3839, 905, 0.0, 0.000925925925925926
13, 1464056004.8696067, 0.008005380630493164, 3839, 904, 0.0, 0.000925925925925926
14, 1464056004.8776128, 0.008006095886230469, 3839, 901, 0.0, 0.002777777777777778
15, 1464056004.8856227, 0.008009910583496094, 3839, 899, 0.0, 0.001851851851851852
16, 1464056004.893633, 0.008010149002075195, 3839, 898, 0.0, 0.000925925925925926
17, 1464056004.9016414, 0.008008480072021484, 3839, 894, 0.0, 0.003703703703703704
18, 1464056004.9096467, 0.008005380630493164, 3839, 892, 0.0, 0.001851851851851852
19, 1464056004.91766, 0.008013248443603516, 3839, 888, 0.0, 0.003703703703703704
20, 1464056004.9256642, 0.008004188537597656, 3839, 884, 0.0, 0.003703703703703704
21, 1464056004.9336696, 0.008005380630493164, 3839, 882, 0.0, 0.001851851851851852
22, 1464056004.9416783, 0.008008718490600586, 3839, 878, 0.0, 0.003703703703703704
23, 1464056004.9496837, 0.008005380630493164, 3839, 874, 0.0, 0.003703703703703704
24, 1464056004.957694, 0.008010387420654297, 3839, 872, 0.0, 0.001851851851851852
25, 1464056004.965698, 0.008003950119018555, 3839, 870, 0.0, 0.001851851851851852
26, 1464056004.9737034, 0.008005380630493164, 3839, 866, 0.0, 0.003703703703703704
27, 1464056004.9817088, 0.008005380630493164, 3839, 866, 0.0, 0.0
28, 1464056004.9897137, 0.008004903793334961, 3839, 864, 0.0, 0.001851851851851852
29, 1464056004.9977198, 0.008006095886230469, 3839, 864, 0.0, 0.0
30, 1464056005.0057242, 0.008004426956176758, 3839, 863, 0.0, 0.000925925925925926
